content,class
share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,1
share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,1
check out my page ADAM B BEATS 2013,1
Look and shares my video please :D,1
Check out this video on YouTube:,1
Like &amp; Subscribe /watch?v=5tu9gN1l310,1
charlieee :DDDD (Those who saw Lost only will understand),0
LADIES!!! -----&gt;&gt; If you have a broken heart or you just want to understand guys better you should check out this underground book called The Power of the Pussy on AMAZON. Best book ever for us girls! Oh...and just a warning it s for 18 and over...lol,1
COFFEE ! LOVERS ! PLEASE ! READ ! Check out a song I wrote and sing on You Tube called COFFEE LOVA.Type COFFEE LOVA like I spell it while your already on You Tube hit enter.Then look for video titled COFFEE LOVA hit enter and BLAST ! OFF !,1
"hey guy if you can please SUBSCRIBE to my channel im a young dedicated rapper i post videos everyday to improve  i write/perform/record/mix/edit/post everyday  i do a verse everyday (16 bars)to improve i m doing it for 365 days a whole year to improve right now i m on day 46  if you guys can please like this comment so everyone can see it and follow me on my journey/watch me improve everyday SUBSCRIBE PLEASE I m lyrical and i keep it real  help me reach my dream,help me build a fan base,THANKS(:",1
so many comments.,0
"Getting too 1billion views, holy moly.!!!",0
Best song,0
SUBSCRIBE TO ME! I MAKE MUSIC!,1
#1 song in world even in 2015,0
Hi loving it,0
subscribe me if u love eminem,1
Lol thats the guy from animal planet and lost. And the girl is megan fox i think hahah ,0
This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!,0
Love the video ,0
Hello I m from Bulgaria,0
if u love rihanna subscribe me,1
Eminem rap can be easy for a boy but I can do that,0
if u love rihanna subscribe me,1
CHECK OUT MY MUSIC VIDEO ON MY CHANEL!!!,1
check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,1
could you guys please check out my channel for hiphop beats?,1
I love this song sooooooooooooooo much,0
everyone come and check out the new GTA 5 Gameplay right Here : /watch?v=6_H0m5sAYho,1
Check out this video on YouTube:,1
Hey guys I m 87 cypher im 11 years old and Rap is my life I recently made my second album desire ep . please take a moment to check out my album on YouTube thank you very much for reading every like comment and subscription counts,1
Eminem - Love the way you lie â¥ â¥ â¥,0
Hey guys ready for more 87 Cyphers back check out my video on YouTube. NEW ALBUM IS OUT CHECK IT OUT. MORE MUSIC TOMORROW THANKS FOR READING,1
Hey if you guys wouldnt mind...could you check out my boys and my music...we just made a real lyrical song...search DNA Andrew Guasch...I appreciate it. Leave some real feedback and keep Hip-Hop alive,1
Is that girl is Megan fox ,0
So freaking sad...,0
Hello. I only made ONE Eminem song on my channel. Could you guys just put A LIKE on it please? Don t need to subscribe. Thanks.,1
"hey guys if you guys can please SUBSCRIBE to my channel ,i m a young rapper really dedicated i post a video everyday ,i post a verse (16 bars)(part of a song)everyday to improve i m doing this for 365 days ,right now i m on day 41  i m doing it for a whole year without missing one day if you guys can please SUBSCRIBE and follow me on my journey to my dream watch me improve, it really means a lot to me  thank you (:, i won t let you down i promise(: i m lyrical i keep it real!",1
hey its M.E.S here I m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1
i like the lyrics but not to music video,0
"I hope everyone is in good spirits I m a hard working student who s also a passionate singer I look foward to the day when I can make my own music to share But for now I ve just been doing covers. Check out my channel, I ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn t to become famous but to  inspire FYI this isn t spamming, everyone has a right to freedom of speech. Thanks ",1
check out my channel for rap and hip hop music,1
BR,0
adam b beats check out my page,1
"<a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Awesome"">#Awesome</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Share"">#Share</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RT"">#RT</a> Eminem - Love The Way You Lie ft. Rihanna <a href=""http://ow.ly/2zME8f"">http://ow.ly/2zME8f</a>",1
im M.E.S an aspiring young rapper with high hopes.  i know you will not click this link and check out my channel. you just dont want to.  well its your choice. in fact you know what DONT CLICK,1
Looooved ,0
We need to get this to 1 Billion Views!!,0
"Hey? Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you donât have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You donât have to like? me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful.",1
Amazing,0
Almost a billion,0
Great song,0
PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,1
Okay trust me I m doing a favor. You NEED to check out this guy named Columbus Nelson on YouTube.,1
I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks,1
adam b beats check out my page 2013,1
CHECK OUT THESE LYRICS /watch?v=yUTTX04oyqQ,1
"I don t understand this song, I have had the passion for women feel like im losing my mind but i don t understand the ideas of loving the the way someone lies.....",0
*****PLEASE READ*****  Hey everyone! I m a 19 year old student  who loves to sing.  I record and upload covers on my channel. I would love if you could check them out.  Just give me a chance. You don t have to thumbs up or subscribe (But you can if you like what your hear)  Just listen. I d really appreciate.  ~THANK YOU for your time. ~,1
Anybody else here in 2015?,0
"Hi I m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks",1
I m subscribing to you just because your comment was that great.,1
I like the Mmph version better,0
Terrance. .thank you for serving our country. How do i &quot;like you&quot; or &quot;subscribe&quot;?,1
Thumbs up if you listen this in 2015.,0
Hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and I will get on to it(: Thanks,1
do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity,1
Hi everyone. We are a duo and we are starting to record freestyles and put them on youtube. If any of you could check it out and like/comment it would mean so much to us because we love doing this. We may not have the best recording equipment but if you listen to our lyrics and rhymes I think you ll like it. If you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! Thank you!,1
For all you ladies out there......  Check out this link!  You ll find the hottest hairstyles and the latest trends for women!  Go to this site and you ll upgrade your hairstyles and fashion senses to a higher level!  Don t get left behind!     ---&gt;   goo.gl\BxrOSR,1
Hi I am from bangladesh ð,0
Is that Megan Fox?,0
Fire..,0
EMINEM FANS!!!  - Check Out The New Song &quot;FEELIN  GOOD&quot; By J-D-P  Just Click The &quot;GHOSTPOET100&quot; Link Above This Post  Thank You All...,1
Hi Guys im an Upcoming Rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all HATERS are welcome to :) thanks,1
"CHECK OUT THIS NEW VIDEO I MADE CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U SO MUCH ",1
I love the way you lie,0
hey its M.E.S here I m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1
Love the way you lie II is nicer in my opinion. :D,0
Almost to a billion :),0
If you are a person that loves real music you should listen to &quot;Cruz Supat&quot;<br />He is awesome as fuck!!! Just as eminem used to be.,0
Also check out D.j.j where do i go now and road to recovery,1
Charlie got off the island and dated Megan Fox? b-but what about claire?,0
Hi guys ! !  Check Out My Remixes ! !  Thanx You re Great ! ! SWAG ! !,1
"Please check out my youtube channel! Just uploaded my first youtube video please check it out, you will not regret it!",1
Eminem best rapper all the time,0
Omg! This guy sounds like an american professor green,0
thumbs up if you think this should have 1 billion views,0
Lemme Top Comments Please!!,0
i love this song,0
My favorite song ðððð,0
